ID,CLASSIFICATION CODE
1134084,108
1134086,108
1134087,108
1134095,101;105;106;108
1134096,102;112
1134102,104
1134104,103
1134105,103
1134106,101;102;111;112;113;117
1134111,108
1134112,108
1134113,108
1134114,108
1134115,101;102;106;108;117
1134116,108
1134118,108
1134120,108
1134121,108
1134122,108
1134123,101;102;103;105;106;108
1134124,101;108;117
1134125,102;105;108;109;112
1134127,108
1134128,108
1134129,108
1134132,108
1134134,108
1134135,108
1134136,108
1134138,108
1134139,108
1134140,101
1134143,108
1134144,108
1134145,108
1134147,108
1134149,108
1134150,101;102;105;108;109;115
1134152,108
1134153,108
1134155,108
1134157,108
1134160,108
1134161,108
1134164,108
1134166,101;102;105;108;115
1134168,108
1134169,108
1134170,108
1134171,108
1134173,108
1134176,101;102;105;108;110
1134177,101;108;115
1134178,108
1134180,108
1134181,101
1134183,101
1134191,102;108;109
1134192,101;102;103;104;105;109;110;113;116
1134193,104;105;108
1134199,101;102;109;117
1134202,101;105;108
1134205,104;114;116;117
1134206,101;109;110
1134208,108
1134209,108
1134210,108
1134212,108;117
1134213,108
1134214,101;108
1134216,108
1134217,101;108
1134219,108
1134220,108
1134224,108
1134228,108
1134230,117
1134231,102;105;106;108;115
1134232,102;105;108;113
1134235,108
1134238,101;102;105;110;113
1134239,108
1134249,101;102;103;105;106;107;113
1134250,102;105;106;113
1134252,108
1134253,108
1134254,108
1134256,105;108
1134259,108
1134267,108
1134268,101;109;112;113;116
1134270,108
1134273,101;102;103;104;105;106;107;108;109;112;113;115;116;117
1134276,105;106;108
1134278,107
1134284,108
1134286,102;105;108
1134288,102;105;106;107;108;109;110
1134307,108
1134309,108
1134310,108
1134312,103
1134313,101;102;103;104;105;106;108;109;110;112;113;115
1134314,101;102;103;104;105;109;110;111;113
1134315,102;103;105
1134316,108;115;117
1134321,101;102;105;107;108
1134329,101;103;104
1134330,101
1134332,102;105;106;108;113;115
1134334,101
1134336,106;108;113
1134339,109;110;112;113
1134342,108
1134345,108
1134346,108
1134355,101;102;112
1134367,108
1134370,108
1134373,102;103;108;117
1134377,102;112
1134379,101;102;103;105;106;113
1134380,108
1134388,108
1134391,108
1134396,108
1134397,108
1134398,108
1134401,108
1134402,108
1134404,108
1134406,101;102;104;105;106;110;113
1134407,101
1134414,102;110;112;113
1134416,102;105;106;107;113
1134425,112
1134434,103;104;111
1134439,108
1134440,103;105
1134441,108
1134444,117
1134445,117
1134446,108;115
1134448,102;105;115;117
1134449,102;108
1134457,101;102;103;105;106;108
1134458,102;105;106;108;110
1134460,101;102;103;105;106;110;112;113
1134461,101;102;103;105;106;109;111;112;115;117
1134464,108
1134467,108
1134474,108
1134476,101;102;109;112;113
1134479,103
1134483,103
1134485,103;105
1134486,112;113
1134488,106;107
1134492,108
1134493,101;102;103;105;108;110;115
1134494,108
1134495,101;102;115;117
1134499,101;102;103;104
1134501,101;102;103;109
1134502,108
1134504,108
1134506,108
1134507,105;108
1134510,108
1134513,101;102;105;108;109;113;117
1134514,108
1134518,108
1134519,108
1134522,108
1134525,101
1134527,101;102;105;108;115;117
1134528,105;108;115;117
1134531,108
1134532,108
1134534,108
1134536,108
1134537,102;103;106;108
1134538,108
1134539,108
1134541,105;108
1134542,108
1134546,101;102;109;112;113
1134547,108
1134548,101;102;103;105;106;108;109;110
1134551,102
1134553,102;103;105;108
1134556,108;112
1134561,102;105;110;113
1134562,102;105;110;113
1134563,108;115;117
1134575,101;102;105;113
1134576,108
1134587,102
1134589,102;103
1134594,101;103;104;107;117
1134595,108
1134597,108
1134598,108
1134600,108
1134601,108
1134603,108
1134606,102;103;105
1134609,102;109
1134610,101;102;104;105;106;109;110;112;113
1134612,108
1134613,108
1134614,108
1134617,102;105;109;113;116;117
1134621,108
1134624,105
1134626,102;109;112;113
1134628,101;103;105;112
1134629,101
1134632,101;102;103;105;113
1134633,102;103;105;106;113
1134636,101;104;105;110;113;117
1134637,101;102;103;104;105
1134638,109
1134639,103
1134641,108
1134643,105;108
1134647,108
1134648,108
1134649,108
1134651,102;105
1134653,108
1134657,108
1134661,101;102;103;105;106
1134664,108
1134666,108
1134667,101;102;105;106;108;109
1134668,108
1134670,108
1134678,101
1134682,101
1134683,101;102;104;105;106;110;113
1134687,103
1134688,108
1134695,108
1134698,102;117
1134700,108
1134701,102
1134703,102;105;108
1134705,101;108
1134706,108
1134708,108
1134709,108
1134710,110
1134714,108
1134716,108
1134717,101;102;105;106;107;108;109;110;113
1134718,108
1134719,108
1134721,109;112
1134727,117
1134729,117
1134730,102;103
1134732,102;108
1134733,101
1134735,108
1134736,102;105
1134739,104
1134741,105;108
1134743,108
1134752,102;105
1134753,108
1134754,101
1134755,108
1134758,104;110;116
1134761,101;102;103;104;105;110
1134764,108
1134766,105;113;115
1134769,108
1134771,108
1134772,108
1134773,108
1134774,102;108
1134779,101;102;108;109;112
1134780,108
1134781,108
1134783,108
1134784,108
1134785,108
1134786,108
1134787,108
1134788,108
1134789,108
1134792,108
1134793,108
1134794,108
1134795,108
1134796,108
1134797,108
1134798,105;108
1134801,108
1134802,108
1134803,108
1134804,117
1134805,117
1134806,117
1134809,108
1134810,108
1134812,108
1134813,108
1134814,108
1134815,108
1134816,108
1134818,108
1134819,108
1134820,108
1134823,108
1134824,108
1134825,108
1134826,102;105;108;115;117
1134827,108
1134828,108
1134830,108
1134831,108
1134832,108
1134833,108
1134834,101;108
1134836,108
1134837,108
1134838,101;102;103;104;105;106;107;108;109;110;113
1134839,108
1134840,108
1134844,108
1134845,108
1134846,108
1134847,108;109
1134848,108
1134849,108
1134851,108
1134853,108
1134854,108
1134856,108
1134857,108
1134858,108
1134862,108
1134864,108
1134866,102;105;107
1134867,101;102;103;105;106;113
1134869,108;115
1134870,108;117
1134872,108
1134873,101;108
1134876,108
1134894,108
1134899,101;102;103;105;108
1134901,105
1134902,108
1134904,108
1134905,108
1134906,102;104;109;110;112;113
1134907,109;112
1134910,102;109
1134913,101;103;104;109;113;117
1134916,101;102;105;108
1134917,101;102;105;108
1134918,101;102;105;108
1134919,101;102;105;108
1134920,108
1134922,105;106;117
1134923,102;103;105
1134929,101;102;109
1134930,102;105;108
1134936,102
1134941,101;102;105;110;112;113
1134942,102;103;105;106;107;113;115
1134944,108
1134945,101;102;105;108
1134949,102;105;108;109
1134956,105
1134957,108
1134960,101;102;103;104;105;106;108;109;110;112
1134962,108
1134966,108
1134967,101;102;105;108
1134968,102;103
1134976,101;102;103;105;106;107;109;110;113
1134981,102;112
1134983,108
1134986,101;102;105;106;108;109;110;113;115
1134987,101;105;106;113;117
1134990,102;103;106
1134991,102;103;105;106;108;113;117
1134994,101;109;112
1134996,105;109;112;113;115
1134997,101;102;103;105;106;108
1134998,108
1135001,101;102;105;108
1135003,102;112
1135004,105;108;115
1135007,102;112;116
1135012,108
1135023,108
1135025,101
1135035,108
1135038,108
1135046,102;105
1135047,101;106;107;108;117
1135049,101;102;103;104;105;106;107;108;109;110;112;113;114;115;117
1135051,108
1135052,102;103;105
1135053,102;109;112
1135056,102;105;107;113
1135057,102
1135064,108
1135065,108
1135066,108
1135070,108
1135072,108
1135073,108
1135074,108
1135075,101;105;108
1135077,110;114;117
1135078,108
1135080,108
1135087,108
1135092,102;103;110;112;117
1135093,108
1135094,108
1135096,108
1135098,101;102;103;104;107;110;113
1135099,108
1135101,108
1135103,108
1135105,108
1135106,108
1135107,101
1135109,117
1135110,101;103;105;108;110
1135112,117
1135114,117
1135115,102;103;105;113
1135119,102;103;104;105;106;113
1135130,102;105;108;113
1135133,108
1135137,102;105;113
1135138,101;102;105;107;113
1135145,103;104;105
1135147,108
1135149,105
1135150,101;102;105;106;108;112
1135152,102;104;113
1135154,101;103;105;106
1135156,102;105;112;113
1135158,101;103
1135161,102;108
1135164,102;110;113
1135165,101;102;105;108
1135170,101;105
1135174,101
1135176,102
1135179,105;108
1135181,101;105
1135182,102;103
1135184,101;105;108;111
1135190,101;102;103;104;105;106;107;108;109;110;113
1135193,101;102;103;104;111;112
1135196,102;103;105;106;108
1135209,101;103;105;108;113
1135214,102;103;105;106
1135216,102;105;108
1135218,101;102;103;105;107;109;110;112;113
1135220,103
1135221,101
1135223,102;103;104;110;113;116
1135225,102;112;113
1135227,102;110;113
1135228,103;111
1135231,102;103;105
1135238,101;102;103;104;105;106;107;108;109;110;112;113;115;116;117
1135239,102;103;104;110
1135241,102;109;112
1135242,108
1135243,111
1135244,108
1135246,108
1135247,101;105;108
1135254,102;103;104;105;107;108;109;110
1135258,101
1135259,101;102;105;106;108;113
1135264,102;105;106;112
1135265,101;102;105;108
1135268,108;113
1135269,102;110
1135272,102;103;106;108;115
1135274,102;105;108
1135277,105;112
1135279,101;102;104;105;110;112;113
1135284,102;103;105;107;117
1135286,102;103;104;105;109
1135290,102;103;104
1135291,101;103
1135293,102;107;110;117
1135296,108
1135297,102;103
1135303,101
1135304,102;109
1135310,103;105;107
1135319,102;103
1135322,101;102;103;104;105;107;109;110;111;112;113
1135323,108
1135324,101;106;108
1135325,102;108
1135335,102;105;108
1135339,101;105;106;108
1135340,101;102;103;104;105;106;107;108;109;110;111;112;113;114;115;116;117
1135345,101;102;103;104;105;107;113;117
1135347,112
1135348,101;102;103;105;109;110;113
1135349,103
1135356,114;117
1135360,101;103;104
1135362,102;108
1135363,102;105;108
1135365,108
1135367,102;109
1135368,108
1135369,108
1135371,108
1135373,102;105;106;108
1135375,108
1135377,102;105;113
1135379,102
1135380,108
1135386,102
1135390,101;110
1135395,102;109;112;117
1135398,101
1135400,102;105;108
1135401,103;104;110
1135402,101;105;108
1135410,102;103;109;113
1135419,101;108
1135420,108
1135425,101;102;103;104;105;106
1135426,101;108;117
1135428,108
1135429,108
1135430,108
1135432,108
1135433,102;103;105;109;110
1135434,101;102;103;105;117
1135436,108
1135437,102
1135439,102
1135444,108
1135445,101;108
1135449,108
1135453,101;102;103;105
1135454,108
1135456,102;103;104;105;106;108;109
1135458,105;106;108;116
1135460,102;108;109;112;113
1135462,108
1135467,102
1135468,102;103;104;112;117
1135469,101;102;103;104;105;107;108;109;113
1135470,102;103;108
1135473,101;102;103;104;105;106;107;110;113
1135477,101;102;105;108
1135478,102;103;104;105;106;107;108;112;113
1135480,110;113
1135484,101;105
1135489,108;116;117
1135490,102;105;106;113
1135495,101
1135503,103;106
1135507,102;103;104;117
1135513,103;105
1135520,109
1135525,102;105;108
1135526,102;105;107
1135527,103
1135532,101
1135533,102
1135534,108
1135538,102;105;106
1135544,102;109
1135545,103;105;107
1135546,101;102;103;104;105;107
1135548,102;113;115
1135549,103
1135555,102;103;104;105;106;108;113;117
1135564,101;105;106;113
1135565,101
1135568,108
1135571,108
1135574,101;102;103;104;105;107;110;113
1135575,108
1135577,108
1135578,108
1135580,101
1135585,101;103;105
1135589,101;106
1135590,102
1135593,108
1135596,101;108
1135599,102;113
1135601,102;103
1135608,105;109;110
1135609,102
1135610,101;102;103;104;105;106;107;109;110;112;113;115;116;117
1135611,102;109;112
1135612,102;103;105
1135615,108
1135616,101;108
1135617,108
1135619,103
1135628,101;102;105;113
1135629,101;102;103;105;106;113
1135634,101;102;103;105
1135636,108
1135643,101
1135644,101;102;103;105;106;107;108;117
1135645,101;102;103;104;105;106;107;115
1135646,101;105;113
1135652,102
1135654,103
1135655,108
1135657,101;102;105;106;108;110;113;117
1135658,108
1135665,101
1135668,101;102;103
1135669,108;113;116
1135671,102;103;105;106;107;113;115
1135674,102;105;113
1135679,102;103;105;106;107;110;113
1135682,102;111;112
1135685,108
1135686,117
1135690,101;102;103;105;106;113;115;116;117
1135691,105
1135693,101;102;103;105;106;107;108;110;112;113
1135695,108
1135696,102
1135698,102
1135699,102;103
1135701,101;102;103;105;106;113
1135704,102;109;110;113
1135705,109;112
1135707,101;102;103;105;106
1135711,108
1135714,108
1135715,109
1135721,102;110;113
1135741,101;102
1135745,112
1135748,101;102;103;105
1135751,102;108;109
1135752,101
1135758,102;105;108
1135764,102;105;106;108;113
1135765,106;108;115
1135766,108
1135773,105;110;112
1135777,101
1135790,102;104;111;112;113
1135792,101;102;103;105;107;112
1135794,102
1135798,101
1135799,101;102;103;104;105;106
1135804,108
1135805,108
1135808,102;103;109
1135810,101
1135811,102;110;116
1135821,101
1135824,108
1135829,101;102;104;105;107;114;117
1135835,101;102
1135836,101;102;115;117
1135843,101;105;108
1135844,108
1135846,101;102;103;105;106;108;113
1135851,102;112;113
1135854,101;102;110
1135859,102
1135862,102;108
1135864,105;106
1135865,117
1135867,101;102;103;105;106;113;115;117
1135871,110
1135878,102;110;113
1135881,103
1135882,101;102;103;104;105;106;107;109;110;113
1135887,102;109
1135897,102;103;104;114;117
1135900,102;103;105
1135903,101;102
1135905,105;106;113
1135908,101;109
1135909,102;105;107;113
1135911,102
1135914,102;105
1135924,102;110;113
1135929,108
1135935,102;108
1135941,102;113
1135950,102;117
1135954,108
1135961,101;102;103;104;105;108;117
1135962,108
1135969,102;103;105;107;108;117
1135975,102;103;105;108
1135979,101;102;103;104;105;106;117
1135985,108
1135987,101;102;108;110
1135990,101;102
1135994,102;111
1135998,101;103;108;117
1136003,101
1136005,102;103;104;105;106;109;113
1136008,102
1136009,102;105;106;113;117
1136015,101;102;103;105;106;112;113;115;117
1136021,101;102;103;105;110;116
1136023,101;102;105;109;110
1136032,101;103;106
1136034,102;109;112
1136035,102;106
1136037,101
1136039,103
1136042,101;102;104;106;108;109;110;113
1136044,101
1136049,105;113
1136052,103;104;105;106;110
1136054,108
1136062,101;102;105;106;107;108;116;117
1136064,102;105
1136067,102;103
1136072,102;103;104;105;106;107;109;110;112;113
1136073,101;102;103;105;117
1136075,108
1136077,102;105;112;113
1136081,108
1136086,102;105
1136098,102
1136099,102;105;111;112;113
1136105,101
1136108,108
1136114,117
1136116,102;103;105;107;110;113
1136132,108
1136134,108
1136135,108
1136136,108
1136137,108
1136141,102;105;106;113
1136143,103;104
1136147,108
1136148,110
1136150,102;105
1136151,101
1136154,101;102;103;104;105;106
1136156,112
1136159,108
1136160,108
1136162,101;108
1136164,103;105;107;117
1136168,101;102;106;111;112
1136170,101;102;103;104;105;106;107;113
1136172,101;102;103;104;116;117
1136174,101;103;104;105;106;113;116;117
1136176,114
1136180,101;103;105;111;114
1136183,103;105;106
1136186,102;103;110
1136187,101;102;110
1136201,104;110;113
1136205,108
1136207,101;102
1136210,102;109
1136214,101;102;103;105
1136222,108
1136230,101;102;103;105;106;107;108;113
1136235,102;103;104;109;110;112;113
1136240,102;108
1136243,101;102;117
1136252,108;109;112
1136256,102;103;112
1136258,101;102;103;105;108;113
1136260,102;108
1136264,101;102;103;104;105;106;109;112
1136269,102;105;108
1136274,108
1136275,102;105;113
1136276,101;102;104;105;107;113;117
1136287,101
1136290,102;103;105;108;117
1136293,101;108
1136299,101;105;106;108
1136302,102
1136307,101;102;103;105;106;107;113
1136311,102;105;106
1136314,101
1136316,102;103;105
1136317,101;102;105;106;113
1136318,101;102;105;106;108;109;110;112;113
1136319,101;102;106;112
1136321,101
1136329,102;105;108
1136334,108
1136335,105;112;113
1136336,108
1136337,102;105
1136340,102;105
1136341,102
1136345,102;110;113
1136350,101
1136352,101;102;103;104;105;106;108;109;116;117
1136355,102
1136356,101;108
1136360,117
1136361,101;102;103;105;106
1136367,101;102;110
1136375,109
1136376,101;102;103;104;105;113
1136378,102;108;117
1136383,103
1136391,101;102;103;104;105;106;107;110
1136393,101;102;113
1136409,102;115
1136410,103;104
1136415,102;109;112;116
1136422,103;105
1136423,102;105;113
1136425,102;105;106;112;113
1136426,101;102;103;104;105;106;107;109;113;117
1136428,108
1136430,108
1136433,101;108
1136434,108
1136441,102;117
1136442,101;102;110;113
1136450,102;112
1136451,101;102;103;105
1136459,101
1136462,101;102;103;104;107
1136465,101;102;105;115;117
1136467,102;103;105;106
1136471,105;108
1136474,103
1136480,101;102;103;105;113
1136482,105;106
1136483,101;102;105
1136485,104;105;106
1136488,108
1136499,105;108
1136511,102;106;110
1136517,102;110
1136519,101;102;105;106;108
1136522,101;102;105
1136524,101;102;103;105;108
1136528,101;103;109
1136529,102;105;106
1136530,104;107
1136532,101;102;109;117
1136534,102;113
1136540,101;103;104;105;106;113
1136547,101
1136548,102;103
1136551,101
1136567,102;103;104;105;113
1136571,101;102;105;106
1136577,101;102;103;105;106
1136581,105;108
1136604,101;102;103;105;106
1136606,108
1136610,101;117
1136612,102;105;113
1136616,102;113;115
1136617,101;102;103;105;106;107;113;117
1136619,108
1136622,102;110
1136627,101
1136629,102;105;111;112
1136631,102
1136633,101
1136634,102;112
1136636,102;103;104
1136637,101;102
1136640,102
1136645,103;105
1136646,101
1136657,101;102;105;109;110;113
1136658,101;102;105;106;108
1136667,101
1136672,109
1136682,108
1136686,101
1136687,103;117
1136688,101;105;108
1136690,108
1136696,101;103;104;105;106;107;117
1136701,102;103
1136702,101
1136704,102;103;104;105;106;110;112;113
1136714,101
1136723,108
1136726,101;111;112
1136731,101;102;103;104;105;112;114;115;116;117
1136737,103
1136741,101;102;103;104;105;106;109;112;113
1136745,102
1136749,101;102;104;105;106
1136752,101;108
1136755,105
1136762,101;102;105;106
1136766,101;102;103;105;109;110;112;113
1136769,101;117
1136777,102;103;105;106;113
1136780,101;108
1136784,101;102;105;106
1136788,101;102;105;106;108
1136789,101;102;103;104;105;106;108;109;110;112;113
1136792,102;103;105;113
1136795,101;103;108
1136796,108
1136802,102;103;105;106
1136803,101;102;103;104;109;110;114;117
1136805,102;105;108
1136806,108
1136810,101;102;103;109;110;112;113
1136813,101;102;103;109;110;115
1136816,102
1136817,103;105
1136819,102
1136821,108
1136822,108
1136826,101
1136827,102
1136828,114
1136831,102;103;105;106;108;115
1136835,101
1136837,101;102;103;104;105;106;116
1136839,101;102;105;106;113
1136841,102;104
1136842,102;109
1136844,101;102;109;110;112;113;116;117
1136850,101;102;105;106;108
1136853,102;112;113
1136856,102;103;105;106;108;113;115
1136859,102;113
1136861,102;113
1136866,101;102;106;108;109;110;116
1136870,103;104;105
1136872,110
1136878,101;102;105;107;109;110;111;112;113
1136879,101;102;103
1136880,102;110
1136899,101;102;103;105;106;110;112;113
1136906,102;105;109;112;113
1136909,101
1136910,101;102;103;104;105;106;110;111;113
1136916,102;103;105
1136918,102;113
1136928,104;107
1136933,101;102;103;104;105;109;110;111;112;117
1136939,108
1136944,101;102;105;109;110;112;113;117
1136949,117
1136950,117
1136951,117
1136953,108
1136956,101
1136958,102;109;112
1136959,101;102;105;106;107;113
1136968,108
1136970,108
1136975,101;102;105;109;110;112;115;116
1136984,102;110
1136987,105;108
1136988,108
1136990,101;102;104;106;108
1136991,102;103;105;108
1136992,102
1136993,102;103;105;109;110;112;113
1136995,101;105
1136996,101;104;105;108
1136999,102
1137001,101;102;103;105;106;112
1137005,101;102;105;108
1137012,102;105;108
1137014,101;102;103;108;109
1137016,102;105;106;110;113
1137017,101;102;103;104;105;106;108;109;111;112;113
1137018,108
1137019,103;106;107;108
1137029,103
1137030,102;112
1137031,102;103;104;105;113
1137035,101;102;103;104;105;108;113
1137041,108
1137043,108
1137047,105
1137050,108
1137052,101;102;105;106;107;113
1137053,102
1137060,102;113
1137061,112
1137065,101;105;108
1137066,101;102;103;105;106;112;117
1137067,101;103
1137069,108
1137072,101;108;109
1137074,102;106;109;110
1137076,105;108
1137077,102;103;105;106
1137084,102;105;108
1137085,101;102;103;104;105;106;107;110;113;115;117
1137089,102;109
1137094,105;106;108;115;116
1137095,108
1137096,102;104
1137114,108
1137118,102;103;104;105;108
1137122,101;102
1137135,102;103;105
1137136,102;104;105;106
1137139,101;102;103;104;105;106;113
1137147,102;103;104;105;107
1137148,103;105;106
1137150,101;102;103;105;106;113;117
1137154,101;102;103;104;105;106;107
1137168,101;102;109;110;112;113;116
1137174,103;113
1137177,103;104
1137178,101;102;105;108;117
1137180,102;109;110;112
1137181,101;102;105;106;111;112;113;117
1137182,101;102
1137183,102;109;113
1137185,101;108;115
1137200,108;112
1137205,108
1137207,102;103;105;108;113;117
1137208,101;102;103;104;105;110;113
1137213,102;109
1137215,102;103;106
1137229,102;108;113
1137243,102;103;105;106;108
1137245,101;102;109;110;113
1137247,101
1137250,101;102;104
1137265,108
1137267,108
1137268,108;112
1137271,101;102;105;106
1137273,102;106;108
1137280,101;102;105;106;108
1137287,101;102;105;106;108
1137293,101
1137294,101;102;109;115
1137295,102;105;106;112;113
1137297,102;110
1137304,108
1137311,102;105;113
1137318,105;108
1137323,101;102;103;104;105;107;108;109;113
1137328,102;103
1137329,102;106;113;117
1137333,102;105;106
1137336,101;102;104;109;112;113;117
1137338,102;103;105;106;110;113
1137353,101;102;103;104;105;106;107;109;110;113;115;116
1137357,101;102;105
1137359,102
1137363,101;102;103;104;105;107;110;113
1137373,117
1137375,103;106
1137376,102;113
1137379,102;112
1137382,101;102;103;105;106;108;109;113
1137388,102;104;110
1137389,101;102;113;117
1137392,102;103;105
1137393,101;106;112
1137394,102;108;117
1137397,103;105;106;108;117
1137400,102;105;107;108
1137402,102
1137409,102;103;104;105
1137411,102;103;104;105;110;113
1137415,102;109
1137423,101;102;105;110
1137424,105;108
1137426,101;102;103;104;105;108
1137431,108
1137443,101;102;103;105;106;107;113;115;117
1137445,102;105;108
1137448,101;102;109;113
1137449,117
1137450,108
1137451,108
1137459,101;104;109;110
1137462,102
1137468,101;102;106;108;117
1137473,102;105;106
1137475,102;105;110;113
1137478,101;103;112;117
1137503,101;102;104;113;117
1137506,102
1137520,102
1137524,101;102;105;108
1137528,108
1137532,102;103;106;111
1137533,101;102;103;104;105
1137534,108
1137545,102
1137547,102;105;106
1137550,102;105;113
1137557,101;108
1137559,117
1137560,103
1137561,117
1137563,102;104;113
1137569,102;103;105;109;112;113
1137580,101;102;103;105;106;113
1137583,108
1137585,102
1137597,108
1137598,108
1137599,108
1137604,102;108;109;117
1137607,103;105;108
1137613,108
1137617,105;108
1137625,103
1137630,108
1137635,102;105;109;113
1137636,102;103;110;113;116
1137641,112;113
1137651,102;105
1137653,105;108
1137655,101;102;103;112;115;116;117
1137657,101;102;103;104;105;106;107;108;110;112;113
1137662,103
1137676,101;102;103;105;106;107;109;113
1137685,101;102;103;104;105;106;113
1137688,101;102;103;105;113;117
1137690,101
1137696,109
1137699,117
1137704,102;103;105;108;117
1137712,101;104;105;106
1137728,102
1137741,103
1137746,108
1137748,102;105;106;108
1137749,108
1137760,102;105;107
1137761,102;105;113
1137762,102;103;104;105;106;113
1137763,102;106
1137765,102;103;104;105;106;108;109;110;112;113
1137768,102;109
1137770,101;102;103;104;109;110;112;116;117
1137774,105;108;117
1137777,102;109;112
1137778,101;103;105
1137781,102;106;113
1137783,101;105;106;108;112;113;115;117
1137792,108
1137800,101
1137805,101;102;103;105;110
1137808,108
1137810,108
1137816,101;102;105;106;109;110;113
1137824,102;109
1137826,103;105;108
1137833,101;102;103;105;106;107;108;117
1137836,102;106;111;112
1137837,101;102;105;107
1137839,101
1137840,103
1137842,102;103;106;110;113
1137845,101;102;103;105;106;108;113
1137846,102;105;106
1137847,101;105
1137849,101;102;105;106;107;109;110;113
1137853,101
1137854,101
1137855,101;102;103;105;106;108;109;110;113
1137857,101;102;103;104;105;106;107;108;109;110;111;112;113
1137862,101
1137867,109;112;113
1137870,101;102;105
1137871,102
1137872,101;102;103;104;105;106;107;108;110;112
1137878,101;103;104;105;109
1137880,109
1137881,101;102;105;113
1137886,101;102;103;105;106;108;113
1137887,103
1137888,102;103;105;106
1137889,101;102
1137893,113
1137897,105;108;112;115;117
1137898,106
1137900,106
1137902,101
1137905,101;102;103;104;105;106;107;108;113;115;116;117
1137917,102;112
1137921,105
1137929,108;117
1137931,101;102;103;110
1137932,102
1137944,102;108
1137945,101;102;103;105;113
1137948,101;102;103
1137950,102;105
1137951,102;109;111
1137954,102;105;106;108
1137959,103
1137961,102;103;105;113
1137971,102;104;105;106;107;109;112;113;115;117
1137972,108
1137976,102;105;107;113
1137983,102;103;106
1137984,102;106
1137991,108
1137995,101;102;103;105;106
1138005,108
1138011,108
1138013,102
1138018,105;106;108
1138025,108
1138026,108
1138028,108
1138029,101;108
1138030,108
1138034,108
1138035,108
1138037,108
1138038,101;102;106;108
1138039,108
1138040,108
1138041,108
1138045,108
1138049,102;103;104;106
1138051,108
1138055,108
1138057,102;108
1138062,108
1138064,110
1138066,108
1138069,108
1138070,108
1138071,108
1138072,108
1138074,108
1138075,108
1138076,108
1138077,108
1138083,101;102;109;116;117
1138094,102;105;106;108;110;116;117
1138097,102;117
1138100,105;106
1138106,108
1138108,108
1138111,101;102;103;105;106;107;109;113;115
1138119,108
1138122,101;102;103;104;107;109;110;112;113
1138123,101;105;106;108;109
1138125,105
1138128,101;102;103;104;105;106;109;110;111;112;113
1138130,106
1138133,102;104;105;106
1138145,101;102;103;104;105;107;108;109;112;113;117
1138148,101;102;106;108;109;110
1138151,102;106;115;117
1138160,102
1138163,102;103;105;110;113
1138167,102;105;108
1138170,101;102;109;110;112;113
1138178,102;108
1138182,101;102;103;105
1138184,102;103;104;105;108
1138185,109;112
1138187,101;102;103;104;105;107;108;109;110;112;113;115;116;117
1138194,101;102;109
1138200,101;102;105
1138203,101;102
1138207,102;110;113
1138223,102;103
1138225,109;113
1138227,101;102;103;105;106;107;113;116
1138235,101;103
1138237,102
1138238,101;102;103;105
1138247,102;105
1138248,102;108;114;117
1138250,101;108
1138254,102;105;109;112;113
1138258,101;102;112;113
1138265,108;112
1138266,102;108
1138268,112
1138272,108
1138273,108
1138274,108
1138277,102;103;105;106
1138287,102;112;113;115
1138289,101
1138291,108
1138292,101;102;104
1138294,108
1138296,101;105;106;108
1138297,102;105;106;113
1138305,110
1138308,101;102;103;105;106;108;111
1138313,101;103;104
1138314,108
1138315,108
1138319,117
1138321,102;103;104;105;110
1138327,112;117
1138331,101;102;103;105;106;108
1138332,101;102;110
1138333,102;105;106;113
1138343,101;102;104;109;113
1138345,102;105;108
1138350,102;105;110
1138352,101;102;109
1138355,101;102;103;106;108
1138357,102;103;105;107;108;113
1138359,103
1138361,101
1138364,101
1138369,101;102;103;105;106;108;110;113
1138372,102;103
1138376,103;104
1138378,108;109;112;113
1138383,102;103
1138387,102;103;105;107
1138388,101;102;105;106;108
1138401,103;112
1138406,105
1138407,108
1138412,102;103;105;113
1138415,102;112
1138420,108
1138422,101;102;103;105;106;117
1138423,108
1138424,101;102;103;104;105;106;108;109;111;112;113
1138426,101;102;105;113
1138429,101;102;103;104;105;106;107;108;109;110;112;113
1138431,105;108
1138437,103;105
1138442,101;103;111
1138443,101;103
1138446,108
1138448,103;105;106;113
1138449,101
1138466,102;113
1138468,102;105;108
1138470,102;105;108
1138471,108
1138472,110
1138474,102;113
1138476,102;103;104;105;106;107;108;109;112
1138483,109;110
1138487,101;103;104;110
1138507,108
1138508,108
1138510,108
1138515,101
1138516,102
1138517,101
1138518,102;103;104;105;106;109;112
1138527,101;102;105;109;110;113
1138534,102;103;105;106;112
1138535,108
1138538,111;112
1138546,102;103;104;110;113;116
1138550,108
1138558,101;102;103;104;105;106;107;108
1138569,102;110
1138573,101;102;109;113
1138574,101;102;103;104;105;106;107;108;109;110;111;112;113;114;115;116;117
1138578,108
1138582,102;105;108
1138583,101;102;103;105;106;112;113
1138590,101;102;103;104;105;106;107;108
1138596,102;105
1138600,108
1138603,101;102;105;106;107;108;117
1138606,101
1138609,102;103;104;106
1138612,101
1138613,102;117
1138627,101;102;103;105;106;110;113
1138630,108
1138634,108
1138638,101;103;104;105;106;108
1138650,105;108
1138652,101;102;103;104;105;108
1138655,101;102;104;105
1138656,101;102;103;105
1138662,101;108
1138663,102;103;105;107;108;115
1138664,101;102;103;105;106;108;113
1138672,101;102;103;111
1138677,108
1138693,101
1138702,103
1138709,101;105;108;113
1138710,102;104;105
1138713,108
